sigma,pair,rre,rte,rmse,time
0.04,18,0.7196952180520368,0.0024811616369912,0.0071973346444423,5.623974420595914
0.04,19,1.2094055658574567,0.0081226806678179,0.012624796469798,5.624684771057218
0.05,0,0.12968615551307536,0.004593868569822012,0.004820710475684759,5.627747944090515
0.05,1,0.5165140257625667,0.006324475710444936,0.008035991075782881,5.62545924494043
0.05,2,1.1383524585799305,0.008727612580381985,0.013267999352312746,5.629640297964215
0.05,3,1.077770837904347,0.004984501716508174,0.012235879163241292,5.630440100096166
0.05,4,0.9607977813392764,0.010546527102496667,0.012229934416886594,5.627731745131314
0.05,5,1.8006155342081855,0.015856279825612725,0.018655053379697684,5.630553772673011
0.05,6,0.40366498619215624,0.007795419742589492,0.008713497363275466,5.629651268944144
0.05,7,0.5248898504731436,0.010690488879245555,0.011562146155171397,5.629706052131951
0.05,8,0.6978292850421519,0.005890301965076035,0.007349441954314407,5.6294369348324835
0.05,9,1.1019413810328351,0.003950066362774063,0.008981940710456531,5.5724282269366086
0.05,10,0.7821224128951623,0.004034823168993199,0.008620726760456518,4.223274996969849
0.05,11,0.18472359748918352,0.006383520822098794,0.006222628443793234,4.220686731860042
0.05,12,1.1667902674244486,0.006910048184694752,0.012612851302615991,4.221280072815716
0.05,13,0.24711813882984207,0.008417323735955062,0.009022760644587619,4.221254892181605
0.05,14,0.6353103278541471,0.0067091950743694995,0.009712906343748256,4.219326825812459
0.05,15,0.27104847189166653,0.00468833972765095,0.0047389945992953,4.220377744641155
0.05,16,0.5565910839453025,0.008308261273076326,0.009842050747107272,4.221037331968546
0.05,17,0.7823635467038645,0.00708117330654225,0.008481387074695621,4.221491375938058
0.05,18,1.024568138627294,0.0035404067442567698,0.0104028633749968,4.221737321931869
0.05,19,1.6420152383484234,0.009781125969336335,0.016577572702912453,4.2195498161017895
